a,b,pearson,spearman,agreement,near_clone
rule.signal_rolling,technical.obv,-0.055480507236276976,-0.05548050723627698,0.4681704260651629,False
pine.wavetrend,rl.evolution_strategy,0.05421526332911884,0.05645186917463807,0.5092731829573934,False
pine.squeeze,rl.evolution_strategy,-0.05383329219312144,-0.053243242449327044,0.42907268170426066,False
rl.neuro_evolution__novelty_search,technical.obv,-0.053620335200466586,-0.05364579400020821,0.4456140350877193,False
rl.neuro_evolution,technical.bollinger,0.053616565322311426,0.053499974140668004,0.5162907268170426,False
rl.policy_gradient,technical.trend_ma,-0.05237420910937885,-0.05249670692130379,0.45263157894736844,False
rl.neuro_evolution,technical.structure,-0.05207472895527944,-0.05023207347218954,0.41102756892230574,False
neural.gru,technical.trend_ma,0.051852954128366005,0.051852954128365956,0.5218045112781955,False
technical.macd,technical.obv,0.05181490121163871,0.051814901211638766,0.531328320802005,False
pine.leledc,rl.policy_gradient,0.05116826248103176,0.05122903213641267,0.5117794486215539,False
pine.vix_fix,rl.evolution_strategy,0.04977567514049546,0.049561662008246826,0.5147869674185463,False
pine.squeeze,pine.vix_fix,-0.04913726999366275,-0.04913726999366276,0.4345864661654135,False
rl.policy_gradient,rule.moving_average_crossover,0.04681937147806772,0.046984076443369174,0.5012531328320802,False
neural.lstm,rl.evolution_strategy,0.045490538915675414,0.044993357327523235,0.47719298245614034,False
rl.policy_gradient,rule.turtle,0.04515023944757136,0.045262804294624794,0.5087719298245614,False
pine.mavilim,rule.moving_average_crossover,0.04389781403400297,0.043897814034002995,0.5323308270676692,False
neural.gru,technical.obv,0.04366062060474916,0.04366062060474917,0.5177944862155388,False
rl.neuro_evolution,technical.macd,-0.04328910155913269,-0.04313276443899978,0.4606516290726817,False
neural.lstm,neural.vanilla_rnn,0.04211826913297654,0.042118269132976525,0.5017543859649123,False
pine.wavetrend,rl.policy_gradient,0.04090267198467415,0.041005508181701504,0.5092731829573934,False
pine.leledc,pine.vix_fix,-0.04041727323948777,-0.0404172732394877,0.524812030075188,False
neural.vanilla_rnn,rl.policy_gradient,-0.04036817203147988,-0.040349799131471374,0.4691729323308271,False
pine.mavilim,rule.signal_rolling,0.03894208631991651,0.038942086319916545,0.5157894736842106,False
pine.hl_ott,rl.neuro_evolution__novelty_search,-0.03788247264706186,-0.03788815976965042,0.4556390977443609,False
pine.leledc,rl.neuro_evolution,0.03756902917488781,0.03763460579465732,0.5092731829573934,False
rule.signal_rolling,technical.trend_ma,-0.037039385620753304,-0.037039385620753394,0.47719298245614034,False
rl.neuro_evolution__novelty_search,rl.policy_gradient,-0.03622524196410872,-0.03617013546241577,0.4691729323308271,False
rl.neuro_evolution,technical.trend_slope,-0.03578395480037915,-0.03602935954723026,0.45864661654135336,False
pine.hl_ott,rl.neuro_evolution,-0.035626584473605706,-0.035506683055453216,0.46015037593984964,False
rl.policy_gradient,technical.bollinger,-0.035498253042977025,-0.035602838609260494,0.47017543859649125,False
rl.evolution_strategy,rule.signal_rolling,0.03509800513198507,0.03582176260096604,0.4857142857142857,False
pine.vix_fix,rl.neuro_evolution,0.034969532372349045,0.03495137287819266,0.5172932330827068,False
neural.lstm,rl.neuro_evolution,0.03425316086533946,0.0341054552704276,0.4932330827067669,False
pine.wavetrend,rule.signal_rolling,-0.034214683620685776,-0.03421468362068578,0.4907268170426065,False
neural.gru,pine.squeeze,0.03396713223646981,0.03396713223646979,0.5132832080200501,False
rl.evolution_strategy,technical.macd,-0.03351064538578083,-0.033363690734865316,0.4471177944862155,False
neural.gru,rl.evolution_strategy,0.033483282489881264,0.03350928045114728,0.4842105263157895,False
rl.neuro_evolution,rule.signal_rolling,-0.03326250364109386,-0.03341690976073058,0.46967418546365913,False
